id,justification,Category
8039,because the car in front is stopped at a red light.,interaction with other road users:lead vehicle:stop&traffic conditions:traffic light:red light
760,There are no obstructions ahead of the car.,road condition:availability:clear road
8375,Because the car is waiting for the pedestrian to cross the road before getting clearance to go.,interaction with other road users:pedestrians and cyclists: crossing
9191,because the car up ahead is turning left.,ego car driving intention: vehicle lateral activity:turning
16262,because the lane is empty.,road condition:availability:clear road
11996,because the lane is clear.,road condition:availability:clear road
3871,since the lane is clear,road condition:availability:clear road
3186,to get around stopped traffic,interaction with other road users:traffic:stop&ego car driving intention: vehicle longitudinal activity:passing
1619,because traffic is moving smoothly.,interaction with other road users:traffic:moving forward:normally
13487,because all lanes are clear.,road condition:availability:clear road
11708,because the light is red.,traffic conditions:traffic light:red light
9918,to allow a vehicle to merge.,unclassified
3494,Because the pedestrian has moved back towards the curb and is now out of the way,interaction with other road users:pedestrians and cyclists: crossing
8271,The light is still red.,traffic conditions:traffic light:red light
4312,because the other car drove off and they can safely return to that side of the road.,unclassified
1412,because the light is red.,traffic conditions:traffic light:red light
1059,because the light is red.,traffic conditions:traffic light:red light
150,as the traffic lights are all green.,traffic conditions:traffic light:green light
138,so that it can get around the other vehicle.,ego car driving intention: vehicle longitudinal activity:passing
15239,because it is in thick traffic stuck behind a large box truck.,No Label
9697,since the street is clear ahead.,road condition:availability:clear road
15082,as the other car in front of it starts moving a bit.,No Label
3370,because cars ahead are turning left.,ego car driving intention: vehicle lateral activity:turning
3775,due to stopped traffic in front of it.,interaction with other road users:traffic:stop
516,because traffic is stopped.,interaction with other road users:traffic:stop
9259,because the car is entering another street.,unclassified
15661,because it is at a red light.,traffic conditions:traffic light:red light
14647,because it is stopped at a red light.,traffic conditions:traffic light:red light
8951,because traffic is stopped.,interaction with other road users:traffic:stop
5142,because the vehicle is turning.,ego car driving intention: vehicle lateral activity:turning
11867,as the road is clear to turn.,ego car driving intention: vehicle lateral activity:turning&road condition:availability:clear road
13462,because the light ahead turned red.,traffic conditions:traffic light:red light
3341,because the intersection is clear.,road condition:availability:clear road
1334,There is no traffic obstructing the car's motion down the road.,road condition:availability:clear road
13429,because the light turns red.,traffic conditions:traffic light:red light
7557,because there is no nearby traffic.,road condition:availability:clear road
