id,Justification,Category
642,because traffic is moving well.,interaction with other road users:traffic:moving forward:normally
1795,because the car in front slows down.,interaction with other road users:lead vehicle:moving forward:slowly
1584,The car is negotiating a left hand corner,unclassified
1024,as it had been before.,unclassified
1469,since there is red light ahead.,traffic conditions:traffic light:red light
1339,The car performed a rolling stop at the stop sign and is proceeding forwards,traffic conditions:traffic sign:stop sign
122,since the right lane is moving quicker.,interaction with other road users:traffic:moving forward:fast
616,because it is trying to fit into the flow of traffic.,interaction with other road users:traffic:moving forward:normally
491,because the light turned red,traffic conditions:traffic light:red light
1503,The car is turning into a parking spot.,ego car driving intention:vehicle longitudinal activity:park
1062,The car is stopped at an intersection controlled by a red light,traffic conditions:traffic light:red light
525,since the cars in front aren't moving.,interaction with other road users:lead vehicle:stop
1488,because traffic is not moving.,interaction with other road users:traffic:stop
632,to maneuver around a stopped vehicle in its lane.,ego car driving intention:vehicle longitudinal activity:passing&interaction with other road users:lead vehicle:stop
1772,as the light turns green and it yields to pedestrians while waiting to turn right.,traffic conditions:traffic light:green light&interaction with other road users:pedestrians:crossing
1772,as the light turns green and it yields to pedestrians while waiting to turn right.,traffic conditions:traffic light:green light&interaction with other road users:pedestrians:crossing
194,so that it may enter another road that is free of traffic.,ego car driving intention:vehicle lateral activity:enter another road
330,because the other cars in front aren't moving.,interaction with other road users:lead vehicle:stop
215,The car is approaching a stop sign,traffic conditions:traffic sign:stop sign
1259,because there are available parking spots.,unclassified
855,since the light ahead is red.,traffic conditions:traffic light:red light
792,while it resumes course down the street,ego car driving intention:vehicle longitudinal activity:driving forward
1802,as it just turned red.,traffic conditions:traffic light:red light
656,"Traffic ahead of the car is stopped at an intersection, preventing the car from advancing on the roadway.",interaction with other road users:traffic:stop
1325,because traffic is clear.,road condition:availability:clear road
1428,since it is parked on the side.,ego car driving intention:vehicle longitudinal activity:park
526,since it is trying to overtake the cars.,ego car driving intention:vehicle longitudinal activity:passing
1103,to get to the road on the right.,unclassified
1468,since the cars in front are moving a lot more now.,interaction with other road users:lead vehicle:accelerating
143,The car is stopped at the stop sign.,traffic conditions:traffic sign:stop sign
879,after the light turns green and traffic in front of it begins to move forward.,traffic conditions:traffic light:green light
1029,because there is no cross traffic.,road condition:availability:clear road
34,because there are no nearby cars in its lane.,road condition:availability:clear road
